133,133,133,133,133,133,133,133,133,133,133,133,133,35,35,35,263,263,263,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,133,133,133,133,133,133,133,133,133,133,133,133,133,
134,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,135,
134,263,263,263,232,232,232,232,263,263,263,263,263,232,232,232,232,232,263,263,232,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,135,
134,263,263,263,232,232,232,232,263,263,263,263,263,232,232,232,232,232,263,232,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,232,232,232,232,263,263,232,263,263,263,263,135,
134,263,263,263,232,232,232,232,263,263,263,263,263,232,232,232,232,232,263,263,232,232,232,232,263,263,263,263,263,263,232,263,263,263,263,232,232,232,232,263,263,263,263,263,263,263,135,
134,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,232,263,263,263,263,263,263,263,263,263,263,263,263,263,263,232,232,232,263,263,263,263,263,263,263,263,135,
134,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,232,263,263,263,263,263,263,263,263,263,263,263,263,232,263,263,135,
134,263,263,263,232,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,232,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,135,
134,263,263,263,263,263,263,232,232,232,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,232,263,263,263,232,263,263,263,232,263,263,263,263,263,263,263,135,
134,263,263,263,263,263,263,232,232,232,232,263,232,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,232,263,263,232,263,232,263,263,263,263,263,263,263,263,263,263,263,135,
134,263,263,263,232,263,263,263,263,232,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,232,232,263,263,263,263,232,263,263,263,263,263,263,263,263,263,263,263,263,263,135,
134,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,232,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,232,263,263,263,263,263,263,263,135,
134,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,232,263,263,263,263,263,263,263,263,263,263,232,263,263,263,263,263,263,263,263,263,263,263,263,263,263,135,
134,263,263,263,263,263,263,232,232,263,263,232,263,232,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,232,263,263,263,232,263,263,263,263,263,263,263,263,263,263,263,263,135,
134,263,263,263,263,232,263,263,263,263,263,263,263,263,263,232,263,263,263,263,263,263,232,263,232,263,263,263,263,263,263,263,263,263,263,263,263,263,232,263,263,263,263,263,263,263,135,
134,263,263,263,263,263,263,263,263,263,232,232,263,263,263,263,263,263,263,263,263,263,232,263,232,263,263,263,263,263,263,263,263,263,263,263,232,263,232,263,263,263,263,232,263,263,135,
134,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,232,263,263,263,263,263,263,263,263,263,263,263,232,263,263,263,263,232,263,263,135,
134,263,263,263,263,263,0,263,263,263,263,263,263,263,263,263,263,263,263,263,263,232,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,232,263,263,263,263,232,263,263,135,
263,263,263,232,232,263,263,263,232,263,263,263,263,0,263,263,263,263,263,263,263,263,263,263,263,263,263,263,232,263,263,263,263,263,263,263,263,263,232,263,263,263,263,232,263,263,135,
263,263,263,263,263,263,0,263,232,232,263,263,263,232,263,263,263,263,263,263,263,263,263,232,263,263,263,263,0,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,135,
134,263,263,263,263,232,263,263,232,232,232,232,263,263,263,263,232,232,232,232,263,263,263,263,263,263,263,263,263,263,263,232,232,232,232,263,263,263,263,263,263,263,263,263,263,263,135,
134,263,263,263,263,263,232,232,263,232,232,232,263,263,263,263,263,263,263,263,263,263,232,232,263,263,263,263,263,263,263,232,232,232,232,263,263,263,263,263,263,263,263,263,263,263,135,
134,263,263,263,263,263,263,263,263,263,263,232,263,232,232,232,263,232,232,232,263,263,263,263,263,263,263,263,263,263,263,232,232,232,232,263,263,263,263,263,263,263,263,263,263,263,135,
134,263,263,263,263,263,263,263,263,263,263,232,263,263,263,263,263,232,232,232,232,232,263,263,263,263,263,263,263,263,263,232,232,232,232,263,263,263,263,263,263,263,263,263,263,263,135,
134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,263,229,229,229,229,229,229,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,263,135,135
